Event_Title,Start_Date,Start_Time,End_Date,End_Time,Category,Tags,Excerpt,Location_Business_Name,Location_Address,Location_City_State_ZIP,Event_URL,Event_Image,Text_Block,Published_Date,Workflow_State
The Secrets of Woodland Photography - Masterclass Summer,02/08/2026,10:00:00,02/08/2026,16:00:00,1-day,summer,"02/08/2026Coventry - The Secrets of Woodland Photography - open to all levels, experience, and camera. 1-Day Masterclass combining theory and practicals.",Coventry,"45 Hathaway Road, Coventry, England, CV4 9HP, United Kingdom",CV4 9HP,https://www.alanranger.com/photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-summer,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1687442036373-6Q6GKKLKEX4UZ00OFCMU/Plant%2BHill%2BWoods%2B%252311%2B-%2BJan%2B2022.jpg,,12/01/2026 13:18,Published
Peak District Photography Workshops - Heathers Sunset,15/08/2026,18:15:00,15/08/2026,21:15:00,2.5hrs-4hrs,peak district,15/08/2026Peak District photography workshops -based around Hathersage in Derbyshire for spectacular viewing points with plenty of heathers as the sun sets,Peak District,"6 Mayfield Terrace, Hathersage, England, S32 1BE, United Kingdom",S32 1BE,https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-heathers-sunset,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1682259056748-3WSS8Y2YXIWFFQDIYR4F/Surprise+View+7.jpg,,31/10/2025 15:13,Published
Peak District Photography Workshops - Heathers Sunrise,16/08/2026,05:45:00,16/08/2026,08:45:00,2.5hrs-4hrs,peak district,16/08/2026Peak District Photography Workshop - around Hathersage and the Roaches for spectacular viewing points with plenty of heathers | Sunrise Staffordshire,Staffordshire - Upper Hulme,"Leek, ST13 8UA, United Kingdom",ST13 8UA,https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-heathers-sunrise,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1700303596327-DSMX2LGQ05VGSLNLKQIC/The+Roaches.jpg,,31/10/2025 15:13,Published
Gower Peninsula Photo Workshop - Landscape Photography Wales,28/08/2026,10:00:00,30/08/2026,14:00:00,2-5-days,wales,30/01/2026Gower Peninsular Landscape Photography Wales Workshop -photo workshop for long exposures from dawn to dusk to get iconic images of the Welsh coast,wales - Gower Peninsular,"Melin y Parc, Cymru, SA3 2EH, United Kingdom",SA3 2EH,https://www.alanranger.com/photographic-workshops-near-me/landscape-photography-wales-gower-peninsular,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1715702651783-0ANOHJQAGONUXKLRV1TM/Gower+%2311+-+May+2024.jpg,,12/01/2026 11:51,Published
"Hartland Quay, Devon Seascape Photography Workshops",04/09/2026,12:30:00,06/09/2026,12:30:00,2-5-days,,"04/09/2026Devon, Hartland Quay - Photography Workshop. Learn how to photograph seascapes, long-exposure &amp; classic views at this dramatic coastline location",Devon,"Hartland Quay, Bideford, EX39 6DB, United Kingdom",EX39 6DB,https://www.alanranger.com/photographic-workshops-near-me/hartland-quay-photography-devon-seascapes,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1674565120064-MZONL9LFH2Z0RH81Z9CT/Atlantic+Force.jpg,,12/12/2025 16:46,Published
Landscape Photography Workshops Yorkshire | Coast and Moors,10/09/2026,14:00:00,13/09/2026,13:00:00,2-5-days,,10/09/2026Landscape Photography Workshops Yorkshire - Moors and Coast - A great opportunity from sunrise to sunset to get iconic photos of the Yorkshire coast,North Yorkshire Moors and Coast,"Saltburn Ln, England, TS12 1HA, United Kingdom",TS12 1HA,https://www.alanranger.com/photographic-workshops-near-me/landscape-photography-workshops-yorkshire,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1707212564861-65XIJN9NGEKXOO8C2J73/North+Yorkshire+Photography+Workshop.jpg,,12/01/2026 12:57,Published
Sunset Photographic Workshop - Chesterton Windmill 16-09,16/09/2026,18:00:00,16/09/2026,20:00:00,2.5hrs-4hrs,,16/09/2026Warwickshire - Chesterton Windmill - Practise and learn long exposures and composition at this famous Midlands landmark windmill on this night shoot.,Warwickshire,"Windmill Hill Ln, England, CV33 9LB, United Kingdom",CV33 9LB,https://www.alanranger.com/photographic-workshops-near-me/sunset-chesterton-windmill-spring-7gw7j-9akd5,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1546348903737-ZZOPNMPKQI3BIO8NTQJA/chesterton-windmill-photography-workshops.jpg,,04/11/2025 18:22,Published
Lake District Photography Workshop Late Summer in Cumbria,18/09/2026,09:30:00,20/09/2026,13:30:00,2-5-days,landscape,"18/09/2026Lake District Photography Workshops - Enjoy the iconic scenes in late summer with misty mornings, atmospheric light, and conditions - Join Now",Lake District,"B5291, Bassenthwaite Lake, England, CA12 4RE, United Kingdom",CA12 4RE,https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-late-summer,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1538928327366-YR9B778G2HGSWZ6N3B21/morning+calm-Photography-Workshops.jpg,,22/09/2025 12:45,Published
Fairy Glen Betws-y-Coed Photography Workshop - Wales Autumn,26/09/2026,10:00:00,26/09/2026,13:30:00,2.5hrs-4hrs,"wales,autumn",26/09/2026Fairy Glen Betws-y-Coed Photography Workshop - A magical serene gorge through the river Conwy provides a great opportunity to practise long exposure,Snowdonia National Park,"Betws-y-Coed, Wales, LL24 0SG, United Kingdom",LL24 0SG,https://www.alanranger.com/photographic-workshops-near-me/fairy-glen-photography-wales,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1740502341422-AGUUE085W47A3L7137NG/Fairy+Glen+4.jpg,,13/01/2026 07:46,Published
 Dorset Photography Workshop | Jurassic Coast Photography,02/10/2026,14:00:00,04/10/2026,14:00:00,2-5-days,,"02/10/2026Dorset Photography Workshop - Learn how to photograph the coastline with award-winning, professional photographer Alan Ranger on this Jurassic Coast",Dorset,"wareham, BH20 4AB, United Kingdom",BH20 4AB,https://www.alanranger.com/photographic-workshops-near-me/dorset-photography-workshop,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1546347241014-RTAHXH3JAKUBFBF94325/durdle+door-Photography-Workshops.jpg,,13/01/2026 07:45,Published
Sunset Photographic Workshop - Chesterton Windmill 05-10,05/10/2026,17:30:00,05/10/2026,19:30:00,2.5hrs-4hrs,,05/10/2026Warwickshire - Chesterton Windmill - Practise and learn long exposures and composition at this famous Midlands landmark windmill on this night shoot.,Warwickshire,"Windmill Hill Ln, England, CV33 9LB, United Kingdom",CV33 9LB,https://www.alanranger.com/photographic-workshops-near-me/sunset-chesterton-windmill-spring-7gw7j,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1546348903737-ZZOPNMPKQI3BIO8NTQJA/chesterton-windmill-photography-workshops.jpg,,31/10/2025 15:09,Published
"Dartmoor Photography Workshop | Woodlands, Moors and Tors",09/10/2026,14:00:00,11/10/2026,15:00:00,2-5-days,,"09/10/2026Dartmoor Photography Workshop | Woodland, Moors and Tors weekend residential landscape workshop - Based around Dartmoor National Park, South Devon.",Dartmoor,"PL20 6SW, United Kingdom",PL20 6SW,https://www.alanranger.com/photographic-workshops-near-me/dartmoor-photography-workshop-woodlands,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1696250238091-17YK0FSUYXO7SIFLMVPW/wistmans-wood+2.jpg,,04/11/2025 18:23,Published
Woodland Photography Walk | Coventry | Piles Coppice,16/10/2026,09:30:00,16/10/2026,11:30:00,2.5hrs-4hrs,,16/10/2026Woodland Photography Walk - Enjoy and learn in a 2hr informal walk through woodlands with any camera under the support of a professional Photographer,Coventry,"Coventry CV3 2ZZ, United Kingdom",Coventry CV3 2ZZ,https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-coventry-piles-coppice,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978483227-AGNBKSFNJEJ0VP2ERGWQ/Down+Under.jpg,"

<div class=""sqs-html-content"" data-sqsp-text-block-content="""">
  <h3 style=""white-space:pre-wrap;""><strong>Location - Woodland Photography Walk </strong></h3><h3 style=""white-space:pre-wrap;"">Piles Coppice &amp; Brandon Wood - Warwickshire</h3>
</div>




















  
  



",04/11/2025 18:23,Published
Peak District Photography Workshops Padley Gorge | 10-17,17/10/2026,09:30:00,17/10/2026,16:00:00,1-day,,"17/10/2026Peak District Photography Workshops - Padley Gorge - a narrow, tree-lined gorge with a river so provides ample opportunity for macro &amp; movement shots",Peak District,"Upper Padley, Grindleford, S32 2JA, United Kingdom",S32 2JA,https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-winter,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1714559760976-6CZKC2X0XATXWIR0Q0X6/Peak+District+Photography+workshops.jpg,,04/11/2025 18:23,Published
The Secrets of Woodland Photography - Masterclass Autumn,18/10/2026,10:00:00,18/10/2026,16:00:00,1-day,,"18/10/2026Coventry - The Secrets of Woodland Photography - open to all levels, experience, and camera. 1-Day Masterclass combining theory and practicals.",Coventry,"45 Hathaway Road, Coventry, England, CV4 9HP, United Kingdom",CV4 9HP,https://www.alanranger.com/photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-autumn,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1687442036373-6Q6GKKLKEX4UZ00OFCMU/Plant%2BHill%2BWoods%2B%252311%2B-%2BJan%2B2022.jpg,,04/11/2025 18:23,Published
Batsford Arboretum Autumn Photography Workshop - 23/10,23/10/2026,08:00:00,23/10/2026,15:30:00,"1-day,2.5hrs-4hrs",,23/10/2026Gloucestershire - Batsford Arboretum Autumn Photography Workshops are a must for autumn colour - open to all levels and experience and camera, Batsford Arboretum - Gloucestershire,"England, GL56 9AE, United Kingdom",GL56 9AE,https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-31oct,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675347700488-3E0I5HD2RWPTEA20AQ1D/Autumn+Leaves.jpg,,31/10/2025 13:35,Published
Batsford Arboretum Autumn Photography Workshop - 24/10,24/10/2026,08:00:00,24/10/2026,15:30:00,"1-day,2.5hrs-4hrs",,24/10/2026Gloucestershire - Batsford Arboretum Autumn Photography Workshops are a must for autumn colour - open to all levels and experience and camera, Batsford Arboretum - Gloucestershire,"England, GL56 9AE, United Kingdom",GL56 9AE,https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-29oct,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675347700488-3E0I5HD2RWPTEA20AQ1D/Autumn+Leaves.jpg,,31/10/2025 13:35,Published
Batsford Arboretum Autumn Photography Workshop - 25/10,25/10/2026,08:00:00,25/10/2026,15:30:00,"1-day,2.5hrs-4hrs",,25/10/2026Gloucestershire - Batsford Arboretum Autumn Photography Workshops are a must for autumn colour - open to all levels and experience and camera, Batsford Arboretum - Gloucestershire,"England, GL56 9AE, United Kingdom",GL56 9AE,https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-30oct,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675347700488-3E0I5HD2RWPTEA20AQ1D/Autumn+Leaves.jpg,,31/10/2025 13:35,Published
Batsford Arboretum Autumn Photography Workshop -29/10,29/10/2026,08:00:00,29/10/2026,15:30:00,"1-day,2.5hrs-4hrs",,29/10/2026Gloucestershire - Batsford Arboretum Autumn Photography Workshops are a must for autumn colour - open to all levels and experience and camera, Batsford Arboretum - Gloucestershire,"England, GL56 9AE, United Kingdom",GL56 9AE,https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-1nov,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675347700488-3E0I5HD2RWPTEA20AQ1D/Autumn+Leaves.jpg,,31/10/2025 13:38,Published
Batsford Arboretum Autumn Photography Workshop - 30/10,30/10/2026,08:00:00,30/10/2026,15:30:00,"1-day,2.5hrs-4hrs",,30/10/2026Gloucestershire - Batsford Arboretum Autumn Photography Workshops are a must for autumn colour - open to all levels and experience and camera, Batsford Arboretum - Gloucestershire,"England, GL56 9AE, United Kingdom",GL56 9AE,https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-2nov,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675347700488-3E0I5HD2RWPTEA20AQ1D/Autumn+Leaves.jpg,,31/10/2025 13:36,Published
Batsford Arboretum Autumn Photography Workshop - 31/10,31/10/2026,08:00:00,31/10/2026,15:30:00,"1-day,2.5hrs-4hrs",,31/10/2026Gloucestershire - Batsford Arboretum Autumn Photography Workshops are a must for autumn colour - open to all levels and experience and camera, Batsford Arboretum - Gloucestershire,"England, GL56 9AE, United Kingdom",GL56 9AE,https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-3nov,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675347700488-3E0I5HD2RWPTEA20AQ1D/Autumn+Leaves.jpg,,31/10/2025 13:36,Published
Peak District Photography Workshop Padley Gorge - Autumn,01/11/2026,09:30:00,01/11/2026,16:00:00,1-day,autumn,"01/11/2026Peak District Autumn Photography Workshops - Padley Gorge - a narrow, tree-lined gorge with a river which provides ample opportunity for autumn shots",Peak District,"Upper Padley, Grindleford, S32 2JA, United Kingdom",S32 2JA,https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-autumn,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1699522410481-3RW7I6IHD1I8ZVWQDSZ0/photographing-autumn.jpg,,11/11/2025 12:29,Published
Peak District Photography - Autumn Workshop - Padley Gorge,07/11/2026,09:30:00,07/11/2026,16:00:00,1-day,autumn,"07/11/2026Peak District Autumn Photography Workshops - Padley Gorge - a narrow, tree-lined gorge with a river which provides ample opportunity for autumn shots",Peak District,"Upper Padley, Grindleford, S32 2JA, United Kingdom",S32 2JA,https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-autumn-2,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1699522410481-3RW7I6IHD1I8ZVWQDSZ0/photographing-autumn.jpg,,11/11/2025 12:31,Published
Lake District Photography Workshops | Autumn in Cumbria,13/11/2026,09:30:00,15/11/2026,14:30:00,2-5-days,,13/11/2026Capture breathtaking images at our autumn Lake District Photography Workshops. Enhance your skills and discover iconic vistas with expert guidance.,Lake District,"England, CA12 4RL, United Kingdom",CA12 4RL,https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-autumn,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1695040431348-9BC1ENVF8Z9C0N6CR5UZ/blea+tarn-2.jpg,,04/11/2025 18:08,Published
The Secrets of Woodland Photography - 1-Day Masterclass 10-1,10/01/2027,10:00:00,10/01/2027,16:00:00,1-day,,"10/01/2027Coventry - The Secrets of Woodland Photography - open to all levels, experience, and camera.  1-Day Masterclass combining theory and practicals.",Coventry,"45 Hathaway Road, Coventry, England, CV4 9HP, United Kingdom",CV4 9HP,https://www.alanranger.com/photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-winter,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1687442036373-6Q6GKKLKEX4UZ00OFCMU/Plant%2BHill%2BWoods%2B%252311%2B-%2BJan%2B2022.jpg,,12/01/2026 13:19,Published
Lake District Photography Workshop | Winter in Cumbria,22/01/2027,09:30:00,24/01/2027,14:30:00,2-5-days,,23/01/2026Lake District Photography Workshop - Enjoy the iconic Cumbrian scenes in winter with snow-topped mountains and frosty/frozen vistas.| Join Now,Lake District,"B5291, England, CA12 4RE, United Kingdom",CA12 4RE,https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-winter,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1691231609767-VEBH04YA7HAYTMU55D5D/Friars%2BCrag.jpg,,12/01/2026 11:31,Published
